order_id,order_date,status,customer_id,customer_name,customer_phone,customer_email,city,district,delivery_type,delivery_cost,payment_method,payment_status,payment_amount,currency,total_amount,items_json
طلب-101054,2025-03-24T17:39:00,مرتجع,عميل-1054,ريم عادل,712619365,user825532@example.com,الحديدة,خور مكسر,عادي,2000.0,بطاقة,تم الدفع,21500.0,YER,21500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":12500.0,""total"":12500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":7000.0,""total"":7000.0}]"
طلب-101055,2025-02-19T14:23:00,مرتجع,عميل-1055,يوسف طارق,730880892,user137173@example.com,ذمار,جبلة,سريع,5000.0,محفظة إلكترونية,تم الدفع,336500.0,YER,336500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":12000.0,""total"":36000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":34500.0,""total"":103500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":96000.0,""total"":192000.0}]"
طلب-101056,2025-04-05T14:03:00,قيد الشحن,عميل-1056,فاطمة أحمد,739202767,user737634@example.com,عدن,جبلة,عادي,2000.0,بطاقة,تم الدفع,221000.0,YER,221000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":109500.0,""total"":219000.0}]"
طلب-101057,2025-03-14T09:53:00,قيد الانتظار,عميل-1057,خالد سالم,778993234,user471986@example.com,عمران,خور مكسر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,83000.0,YER,83000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":27000.0,""total"":81000.0}]"
طلب-101058,2025-02-23T16:13:00,ملغي,عميل-1058,يوسف طارق,732057036,user820318@example.com,صنعاء,جبلة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,344000.0,YER,344000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":105500.0,""total"":316500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":15000.0,""total"":15000.0}]"
طلب-101059,2025-01-07T07:53:00,مؤكد,عميل-1059,علي حسين,709996928,user857421@example.com,عدن,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,193000.0,YER,193000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":20500.0,""total"":41000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":6000.0,""total"":18000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":132000.0,""total"":132000.0}]"
طلب-101060,2025-02-05T19:16:00,تم التسليم,عميل-1060,سارة ياسر,706670732,user117757@example.com,حجة,حدة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,208000.0,YER,208000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11500.0,""total"":23000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":51000.0,""total"":153000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":13500.0,""total"":27000.0}]"
طلب-101061,2025-03-21T21:49:00,مرتجع,عميل-1061,علي حسين,739086776,user977886@example.com,المكلا,التحرير,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,36500.0,YER,36500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":10500.0,""total"":31500.0}]"
طلب-101062,2025-02-15T06:15:00,قيد الشحن,عميل-1062,سارة ياسر,704078443,user902576@example.com,ذمار,حدة,عادي,2000.0,بطاقة,بانتظار الدفع,60500.0,YER,60500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":15000.0,""total"":30000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":9500.0,""total"":28500.0}]"
طلب-101063,2025-02-22T09:51:00,قيد الانتظار,عميل-1063,سارة ياسر,707797653,user945741@example.com,الحديدة,التحرير,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,565000.0,YER,565000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":5500.0,""total"":11000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":153000.0,""total"":306000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":246000.0,""total"":246000.0}]"
طلب-101064,2025-02-06T07:46:00,ملغي,عميل-1064,خالد سالم,739120597,user220976@example.com,صنعاء,شعوب,عادي,2000.0,بطاقة,بانتظار الدفع,141000.0,YER,141000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":121000.0,""total"":121000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":9000.0,""total"":18000.0}]"
طلب-101065,2025/03/01 13:29:00,مؤكد,عميل-1065,فاطمة أحمد,734593228,user893320@example.com,عدن,جبلة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,85000.0,YER,85000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":42500.0,""total"":42500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":6000.0,""total"":18000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6500.0,""total"":19500.0}]"
طلب-101066,2025-02-02T10:57:00,قيد الشحن,عميل-1066,أروى محمد,707725645,user340560@example.com,الحديدة,كريتر,عادي,2000.0,بطاقة,بانتظار الدفع,397000.0,YER,397000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":197500.0,""total"":395000.0}]"
طلب-101067,2025-04-28T02:29:00,قيد الانتظار,عميل-1067,هدى سالم,770509177,user621798@example.com,عدن,كريتر,عادي,2000.0,بطاقة,تم الدفع,705500.0,YER,705500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":""٢٣٤٥٠٠٫٠"",""total"":703500.0}]"
طلب-101068,2025-01-09T17:03:00,مرتجع,عميل-1068,يوسف طارق,736241250,user832087@example.com,المكلا,خور مكسر,سريع,5000.0,محفظة إلكترونية,تم الدفع,512500.0,YER,512500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":160500.0,""total"":481500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":13000.0,""total"":26000.0}]"
طلب-101069,2025-03-11T10:16:00,تم التسليم,عميل-1069,أحمد محمد,712088024,user587775@example.com,الحديدة,جبلة,سريع,5000.0,بطاقة,بانتظار الدفع,499000.0,YER,499000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":247000.0,""total"":494000.0}]"
طلب-101070,2025-01-14T06:01:00,ملغي,عميل-1070,يوسف طارق,732711796,user55451@example.com,صنعاء,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,70000.0,ريال يمني,70000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9000.0,""total"":27000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":7500.0,""total"":15000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":11500.0,""total"":23000.0}]"
طلب-101071,2025-03-29T09:12:00,مؤكد,عميل-1071,فاطمة أحمد,738285661,user146595@example.com,حجة,خور مكسر,سريع,5000.0,محفظة إلكترونية,تم الدفع,50000.0,YER,50000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":5000.0,""total"":5000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":10000.0,""total"":10000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":15000.0,""total"":30000.0}]"
طلب-101072,2025-03-22T21:13:00,قيد الانتظار,عميل-1072,أروى محمد,735302310,user960353@example.com,الحديدة,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,146000.0,YER,146000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":6000.0,""total"":12000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":43000.0,""total"":129000.0}]"
طلب-101073,2025-02-08T12:06:00,قيد الشحن,عميل-1073,علي حسين,712962034,user434787@example.com,ذمار,كريتر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,567500.0,YER,567500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":142500.0,""total"":427500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":46000.0,""total"":138000.0}]"
طلب-101074,2025-03-21T08:52:00,قيد الانتظار,عميل-1074,أحمد محمد,719789121,user922439@example.com,صنعاء,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,52500.0,YER,52500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":12500.0,""total"":37500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10000.0,""total"":10000.0}]"
طلب-101075,2025-03-21T11:15:00,  قيد الانتظار  ,عميل-1075,أحمد محمد,707488098,user276304@example.com,حجة,حدة,عادي,2000.0,محفظة إلكترونية,تم الدفع,466000.0,YER,466000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":232000.0,""total"":464000.0}]"
طلب-101076,2025-04-30T03:51:00,ملغي,عميل-1076,هدى سالم,717854614,user607569@example.com,عدن,التحرير,سريع,5000.0,بطاقة,بانتظار الدفع,116500.0,YER,116500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":70000.0,""total"":70000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":41500.0,""total"":41500.0}]"
طلب-101077,2025-03-30T07:51:00,قيد الشحن,عميل-1077,أحمد محمد,773676504,user291529@example.com,لحج,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,120000.0,YER,120000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":5000.0,""total"":15000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":37000.0,""total"":74000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":14500.0,""total"":29000.0}]"
طلب-101078,2025-01-23T06:21:00,قيد الانتظار,عميل-1078,هدى سالم,778667139,user555233@example.com,المكلا,كريتر,سريع,ألفان,محفظة إلكترونية,بانتظار الدفع,388500.0,YER,388500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":10500.0,""total"":31500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":168000.0,""total"":336000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":8000.0,""total"":16000.0}]"
طلب-101079,2025-02-06T06:06:00,مرتجع,عميل-1079,أروى محمد,739352332,user74220@example.com,إب,الحصبة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,66500.0,YER,67000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":7000.0,""total"":14000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":23500.0,""total"":23500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8000.0,""total"":24000.0}]"
طلب-101080,2025-03-12T08:29:00,قيد الشحن,عميل-1080,ريم عادل,774360775,user802721@example.com,عمران,شعوب,عادي,2000.0,محفظة إلكترونية,تم الدفع,78500.0,YER,"78,500.00","[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":25500.0,""total"":76500.0}]"
طلب-101081,2025-04-03T23:42:00,مؤكد,عميل-1081,هدى سالم,707884051,user397516@example.com,تعز,التحرير,سريع,5000.0,بطاقة,تم الدفع,156500.0,YER,156500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":7000.0,""total"":7000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":144500.0,""total"":144500.0}]"
طلب-101082,2025-02-15T23:13:00,قيد الانتظار,عميل-1082,علي حسين,77 428 2325,user57619@example.com,تعز,شعوب,عادي,2000.0,بطاقة,بانتظار الدفع,1108500.0,YER,1108500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":198000.0,""total"":396000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":205000.0,""total"":205000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":168500.0,""total"":505500.0}]"
طلب-101083,2025-01-09T12:24:00,ملغي,عميل-1083,خالد سالم,738975057,user316838@example.com,عمران,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,391500.0,YER,391500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":8500.0,""total"":8500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":5000.0,""total"":15000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":183000.0,""total"":366000.0}]"
101084,2025-02-18T06:38:00,ملغي,عميل-1084,هدى سالم,779226862,user990465@example.com,ذمار,خور مكسر,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,379000.0,YER,379000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":146000.0,""total"":292000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":42500.0,""total"":85000.0}]"
طلب-101085,2025-02-16T05:06:00,مؤكد,عميل-1085,سارة ياسر,70 778 3033,user153998@example.com,عمران,الحصبة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,498500.0,YER,498500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":41500.0,""total"":124500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":11000.0,""total"":33000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":168000.0,""total"":336000.0}]"
طلب-101086,2025-01-30T05:53:00,ملغي,عميل-1086,علي حسين,701605244,user806400@example.com,إب,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,102500.0,YER,102500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":33500.0,""total"":100500.0}]"
طلب-101087,2025-04-14T19:24:00,مرتجع,عميل-1087,أحمد محمد,700546653,user566911@example.com,صنعاء,خور مكسر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,205000.0,YER,205000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6000.0,""total"":12000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":94000.0,""total"":188000.0}]"
طلب-101088,2025-02-23T11:35:00,قيد الانتظار,عميل-1088,سارة ياسر,710003859,user385376@example.com,إب,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,500000.0,YER,500000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":247500.0,""total"":495000.0}]"
طلب-101089,2025-01-26T10:15:00,تم التسليم,عميل-1089,أروى محمد,715056302,user433573@example.com,تعز,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,31500.0,YER,31500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":5500.0,""total"":5500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":10500.0,""total"":21000.0}]"
طلب-101090,2025-04-01T22:31:00,قيد الانتظار,عميل-1090,يوسف طارق,779078387,user522909@example.com,عدن,كريتر,عادي,2000.0,بطاقة,تم الدفع,32500.0,YER,32500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":30500.0,""total"":30500.0}]"
طلب-101091,2025-02-04T02:11:00,ملغي,عميل-1091,أحمد محمد,734825976,user942458@example.com,المكلا,القاهرة,سريع,5000.0,محفظة إلكترونية,تم الدفع,48500.0,YER,48500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":15000.0,""total"":15000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9500.0,""total"":28500.0}]"
طلب-101092,2025-04-20T13:05:00,تم التسليم,عميل-1092,يوسف طارق,777322010,user675374@example.com,لحج,جبلة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,164500.0,YER,164500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":162500.0,""total"":162500.0}]"
طلب-101093,2025-04-12T16:50:00,مرتجع,عميل-1093,فاطمة أحمد,715024287,user566860@example.com,تعز,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,486500.0,YER,486500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":""161500.0"",""total"":484500.0}]"
طلب-101094,2025-01-28T16:18:00,مؤكد,عميل-1094,علي حسين,737263497,user417946@example.com,الحديدة,التحرير,عادي,2000.0,محفظة إلكترونية,تم الدفع,618500.0,YER,618500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":8500.0,""total"":25500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":7500.0,""total"":7500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":194500.0,""total"":583500.0}]"
طلب-101095,2025-03-19T13:17:00,قيد الشحن,عميل-1095,أروى محمد,773309493,user234576@example.com,تعز,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,26000.0,YER,26000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":10500.0,""total"":21000.0}]"
طلب-101096,2025-01-31T21:04:00,قيد الشحن,عميل-1096,خالد سالم,779830980,user96539@example.com,إب,جبلة,سريع,5000.0,بطاقة,بانتظار الدفع,292000.0,YER,292000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":143500.0,""total"":287000.0}]"
طلب-101097,2025-02-23T06:08:00,ملغي,عميل-1097,ريم عادل,777612861,user102756@example.com,تعز,حدة,سريع,5000.0,بطاقة,بانتظار الدفع,279500.0,YER,279500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":190500.0,""total"":190500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6000.0,""total"":18000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":33000.0,""total"":66000.0}]"
طلب-101098,2025-03-02T15:18:00,قيد الشحن,عميل-1098,يوسف طارق,73 643 7696,user65439@example.com,صنعاء,جبلة,عادي,2000.0,محفظة إلكترونية,تم الدفع,93500.0,YER,93500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":14000.0,""total"":42000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":14000.0,""total"":42000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":7500.0,""total"":7500.0}]"
طلب-101099,2025-01-21T18:03:00,مؤكد,عميل-1099,خالد سالم,739988654,user735558@example.com,المكلا,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,455500.0,YER,"455,500.00","[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":6500.0,""total"":6500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7000.0,""total"":21000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":213000.0,""total"":426000.0}]"
طلب-101100,2025-02-07T03:20:00,قيد الانتظار,عميل-1100,سارة ياسر,713562906,user712682@example.com,حجة,القاهرة,عادي,2000.0,بطاقة,بانتظار الدفع,315500.0,YER,315500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":63500.0,""total"":127000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":186500.0,""total"":186500.0}]"
طلب-101101,2025-03-25T07:38:00,مرتجع,عميل-1101,يوسف طارق,775098385,user846109@example.com,تعز,القاهرة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,550500.0,YER,550500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":""3"",""unit_price"":7000.0,""total"":21000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":133500.0,""total"":133500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":195500.0,""total"":391000.0}]"
طلب-101102,2025-04-05T00:08:00,ملغي,عميل-1102,سارة ياسر,735058396,user946788@example.com,عمران,حدة,سريع,5000.0,محفظة إلكترونية,تم الدفع,55500.0,YER,55500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":6000.0,""total"":6000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":44500.0,""total"":44500.0}]"
طلب-101103,2025-02-21T03:02:00,مؤكد,عميل-1103,هدى سالم,702038961,user793046@example..com,المكلا,خور مكسر,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,40000.0,YER,40000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":4000.0,""total"":12000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":11500.0,""total"":23000.0}]"
طلب-101104,2025-02-23T03:17:00,ملغي,عميل-1104,أروى محمد,704241169,user87553@example.com,المكلا,كريتر,عادي,2000.0,بطاقة,تم الدفع,204000.0,YER,204000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":57000.0,""total"":114000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10000.0,""total"":10000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":26000.0,""total"":78000.0}]"
طلب-101105,19-02-2025 04:28:00,قيد الانتظار,عميل-1105,أحمد محمد,731165419,user43473@example.com,إب,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,46500.0,YER,46500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11000.0,""total"":22000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":7500.0,""total"":22500.0}]"
طلب-101106,2025-02-10T00:58:00,مؤكد,عميل-1106,سارة ياسر,732305557,user720440@example.com,تعز,حدة,سريع,5000.0,بطاقة,مدفوع,44000.0,YER,44000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":13000.0,""total"":39000.0}]"
طلب-101107,2025-02-07T15:28:00,مؤكد,عميل-1107,أروى محمد,700906675,user869678@example.com,عدن,الحصبة,عادي,2000.0,بطاقة,بانتظار الدفع,37000.0,YER,37000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":8000.0,""total"":16000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":9500.0,""total"":19000.0}]"
طلب-101108,2025-04-12T20:34:00,قيد الشحن,عميل-1108,أروى محمد,12345,user583688@example.com,لحج,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,746000.0,YER,746000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":248000.0,""total"":744000.0}]"
طلب-101109,2025-03-10T13:51:00,تم التسليم,عميل-1109,أحمد محمد,739728582,user888348@example.com,حجة,خور مكسر,عادي,2000.0,محفظة إلكترونية,تم الدفع,141500.0,YER,141500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":9000.0,""total"":18000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":104500.0,""total"":104500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":8500.0,""total"":17000.0}]"
طلب-101110,2025-03-01T07:09:00,مؤكد,عميل-1110,علي حسين,712268953,user262246@example.com,لحج,شعوب,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,55000.00 ريال,YER,55000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":5000.0,""total"":15000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":11000.0,""total"":33000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":5000.0,""total"":5000.0}]"
طلب-101111,2025-03-10T12:48:00,مؤكد,عميل-1111,ريم عادل,779186514,user807813@example.com,الحديدة,حدة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,62000.0,YER,62000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":13500.0,""total"":13500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":9000.0,""total"":18000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":9500.0,""total"":28500.0}]"
طلب-101112,2025-04-03T14:58:00,مرتجع,عميل-1112,أروى محمد,71 068 6227,user834847@example.com,تعز,القاهرة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,65000.0,YER,65000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":31500.0,""total"":63000.0}]"
طلب-101113,2025-03-23T17:13:00,قيد الانتظار,عميل-1113,هدى سالم,711507743,user532420@example.com,ذمار,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,66500.0,YER,66500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":21500.0,""total"":64500.0}]"
